"Reference1","Reference2","Control245","Control246","Infected489","Infected490","Infected491","Infected492","dilution"
12.965,13.518,5.109,5.056,11.318,13.066,13.342,7.845,0.12081583998587
12.933,12.935,3.84,3.784,9.613,11.302,12.635,6.297,0.0302039599964675
12.786,13.286,3.047,3.039,7.044,8.494,12.044,4.36,0.00755098999911688
12.959,12.332,2.587,2.792,4.888,5.817,9.941,3.333,0.00188774749977922
10.867,10.628,2.824,2.416,3.306,4.136,6.676,2.838,0.000471936874944805
7.267,8.788,2.517,2.478,3.099,3.155,5.127,2.826,0.000117984218736201
5.77,6.326,2.576,2.704,2.808,2.795,3.671,2.752,2.94960546840503e-05
3.987,4.607,2.392,2.504,2.708,2.711,2.876,2.454,7.37401367101257e-06
2.779,3.375,2.668,2.767,2.651,2.296,2.953,2.637,1.84350341775314e-06
2.564,2.711,2.798,2.516,2.587,2.544,2.628,2.444,4.60875854438286e-07
2.62,2.548,2.725,2.695,2.613,2.459,2.821,2.529,1.15218963609571e-07
2.628,2.368,2.172,2.499,2.558,2.688,2.353,2.372,2.88047409023929e-08
