"Reference1","Reference2","Control255","Control256","Infected509","Infected510","Infected511","Infected512","dilution"
13.8,14.694,5.255,5.211,13.952,7.406,13.965,13.719,0.104113873076519
15.221,13.493,3.55,3.983,13.783,4.963,12.804,13.425,0.0260284682691299
14.357,13.484,2.804,2.892,13.437,3.298,12.285,12.742,0.00650711706728247
12.247,13.091,2.388,2.447,12.198,2.621,10.993,12.462,0.00162677926682062
11.224,11.339,2.25,2.517,9.265,2.287,9.249,10.64,0.000406694816705154
8.657,7.335,2.293,2.228,7.087,2.235,6.354,8.681,0.000101673704176289
5.076,5.338,2.346,2.084,4.809,2.24,4.046,5.447,2.54184260440721e-05
3.398,3.8,2.322,1.855,3.498,2.243,2.922,3.644,6.35460651101803e-06
2.597,2.839,2.28,2.232,2.705,2.244,2.477,2.967,1.58865162775451e-06
2.369,2.326,2.24,2.18,2.447,2.26,2.274,2.352,3.97162906938627e-07
2.077,2.378,2.222,2.077,2.324,2.057,2.128,2.285,9.92907267346568e-08
2.204,2.256,2.26,2.162,2.292,2.208,2.372,2.232,2.48226816836642e-08
