"Reference1","Reference2","Control095","Control096","Infected189","Infected190","Infected191","Infected192","dilution"
10.935,10.544,4.459,4.669,10.403,7.852,6.568,10.113,0.129137665401653
11.435,10.891,2.945,2.977,9.964,5.886,3.79,10.728,0.0322844163504132
10.479,10.088,2.629,2.629,8.187,4.383,3.107,7.049,0.00807110408760329
9.922,10.005,2.3,2.386,6.929,3.008,2.553,6.015,0.00201777602190082
8.793,8.909,2.253,2.253,4.553,2.648,2.238,4.231,0.000504444005475206
6.817,7.931,2.222,2.217,3.173,1.98,1.915,2.923,0.000126111001368801
4.828,4.6,2.201,2.076,2.897,2.093,2.031,2.459,3.15277503422004e-05
3.183,3.087,2.153,2.082,2.368,2.088,1.966,2.235,7.88193758555009e-06
2.437,2.734,2.227,1.896,2.182,2.019,2.13,2.18,1.97048439638752e-06
2.213,2.283,2.088,2.291,2.156,1.885,2.151,2.128,4.92621099096881e-07
2.311,2.187,2.055,1.944,2.223,2.174,2.173,1.965,1.2315527477422e-07
2.055,2.25,1.912,2.184,2.143,2.18,2.25,2.18,3.0788818693555e-08
