"Reference1","Reference2","Control183","Control184","Infected365","Infected366","Infected367","Infected368","dilution"
10.11,10.404,4.448,4.37,10.664,10.51,10.838,9.739,0.116780072149536
10.374,10.322,3.388,3.307,10.56,10.344,9.892,9.089,0.0291950180373839
9.109,9.765,2.816,2.76,10.229,10.447,9.611,9.404,0.00729875450934597
9.829,9.765,2.502,2.217,10.079,9.83,8.264,7.871,0.00182468862733649
7.997,7.678,2.306,2.314,8.126,7.64,6.217,5.721,0.000456172156834123
6.402,6.203,2.354,2.238,7.018,5.96,4.203,4.173,0.000114043039208531
4.455,5.072,2.2,1.962,5.1,4.276,3.013,2.999,2.85107598021327e-05
2.999,3.554,2.143,2.36,3.271,3.068,2.591,2.528,7.12768995053317e-06
2.768,2.767,2.133,2.326,2.704,2.668,2.478,2.207,1.78192248763329e-06
2.114,2.346,2.116,2.328,2.334,2.521,2.293,2.448,4.45480621908323e-07
2.129,2.417,1.925,2.156,2.089,2.267,2.108,2.123,1.11370155477081e-07
2.217,2.243,2.435,2.14,2.037,2.363,2.329,2.358,2.78425388692702e-08
