"Reference1","Reference2","Control307","Control308","Infected613","Infected614","Infected615","Infected616","dilution"
5.707,6.356,2.979,3.251,5.872,5.781,5.743,5.945,0.144463628735771
5.893,5.856,2.482,2.682,6.322,6.211,6.192,6.146,0.0361159071839426
5.881,5.765,2.004,2.252,6.291,5.827,5.946,6.017,0.00902897679598566
5.486,5.563,1.878,1.921,5.501,5.526,5.528,5.976,0.00225724419899642
4.984,5.166,2.017,2.162,5.337,5.057,5.378,5.644,0.000564311049749104
4.314,4.386,1.928,1.99,4.445,4.517,4.297,4.25,0.000141077762437276
3.39,3.679,1.91,1.95,3.415,3.333,3.304,3.419,3.5269440609319e-05
2.664,2.437,1.951,1.814,2.611,2.681,2.66,2.587,8.81736015232975e-06
2.169,2.147,1.889,1.971,2.035,2.042,2.372,2.236,2.20434003808244e-06
2.188,2.051,1.842,1.936,1.982,2.177,2.058,2.065,5.51085009520609e-07
1.879,1.838,1.975,1.898,2.081,2.021,1.97,1.92,1.37771252380152e-07
1.876,1.915,2.047,1.86,1.958,1.978,1.966,1.933,3.44428130950381e-08
