"Reference1","Reference2","Control065","Control066","Infected129","Infected130","Infected131","Infected132","dilution"
9.968,9.94,4.136,4.212,9.105,9.622,10.116,9.618,0.106288147580623
9.894,9.756,3.192,3.393,7.381,9.786,9.8,8.708,0.0265720368951557
9.581,9.375,3.01,2.742,4.994,9.67,9.907,6.942,0.00664300922378893
8.819,8.933,2.924,2.899,4.218,9.301,8.335,5.472,0.00166075230594723
8.1,7.2,2.643,2.749,3.182,8.132,7.025,4.154,0.000415188076486808
6.413,5.196,2.648,2.759,2.687,6.235,5.432,3.642,0.000103797019121702
5.114,4.249,2.41,2.387,2.599,5.259,4.157,2.802,2.59492547804255e-05
3.127,3.452,2.577,2.684,2.768,3.45,3.593,3.012,6.48731369510638e-06
3.135,3.17,2.4,2.569,2.622,3.125,2.897,2.712,1.62182842377659e-06
2.754,2.767,2.697,2.707,2.721,2.795,2.377,2.763,4.05457105944149e-07
2.592,2.735,2.666,2.546,2.605,2.515,2.554,2.619,1.01364276486037e-07
2.596,2.473,2.374,2.454,2.588,2.599,2.617,2.29,2.53410691215093e-08
