"Reference1","Reference2","Control047","Control048","Infected093","Infected094","Infected095","Infected096","dilution"
17.031,17.586,6.746,7.687,13.05,7.343,17.386,9.949,0.113494318597016
16.787,17.487,4.791,4.845,9.714,5.122,17.23,6.451,0.0283735796492539
17.139,16.464,3.967,3.903,6.879,3.958,16.323,4.73,0.00709339491231347
16.107,15.132,3.474,3.178,4.894,3.312,14.92,4.078,0.00177334872807837
14.829,13.56,3.461,3.227,3.714,3.1,12.003,3.513,0.000443337182019592
10.662,10.819,3.312,3.098,3.587,2.982,9.715,3.513,0.000110834295504898
7.627,7.527,3.077,3.309,3.542,2.916,6.253,3.4,2.77085738762245e-05
4.901,5.164,3.173,2.909,3.258,3.145,4.526,3.552,6.92714346905612e-06
4.343,3.773,3.156,3.342,3.123,3.248,3.818,3.575,1.73178586726403e-06
3.467,3.639,3.097,3.411,3.327,2.846,3.47,3.193,4.32946466816008e-07
3.453,3.404,3.301,3.48,3.117,3.268,3.133,3.004,1.08236616704002e-07
3.296,3.149,2.929,3.4,3.252,3.336,3.388,3.353,2.70591541760005e-08
