"Reference1","Reference2","Control261","Control262","Infected521","Infected522","Infected523","Infected524","dilution"
16.566,16,6.156,6.138,15.002,8.864,14.964,12.86,0.115234475504338
15.308,15.94,4.347,4.379,16.538,6.79,15.779,10.189,0.0288086188760846
14.518,15.261,3.17,3.338,16.456,4.043,15.391,6.866,0.00720215471902115
13.904,14.332,3.014,2.882,14.828,3.439,13.789,4.34,0.00180053867975529
12.102,11.24,2.716,2.681,13.756,3.084,11.381,3.321,0.000450134669938822
8.476,9.795,2.618,2.677,10.017,2.672,8.725,2.977,0.000112533667484705
5.947,6.042,2.512,2.776,6.384,2.75,4.987,2.693,2.81334168711764e-05
4.194,4.688,2.442,2.44,4.5,2.612,3.986,2.588,7.03335421779409e-06
3.242,3.335,2.603,2.619,3.348,2.674,3.11,2.535,1.75833855444852e-06
2.81,2.887,2.633,2.868,3.104,2.751,2.483,2.466,4.39584638612131e-07
2.87,2.752,2.665,2.727,2.739,2.735,2.572,2.566,1.09896159653033e-07
2.983,2.867,2.857,2.529,2.717,2.51,2.444,2.739,2.74740399132582e-08
