"Reference1","Reference2","Control339","Control340","Infected677","Infected678","Infected679","Infected680","dilution"
13.104,12.664,5.144,5.465,13.417,13.441,13.762,13.278,0.107347998105906
13.853,13.176,3.443,3.58,13.156,11.681,13.739,12.818,0.0268369995264766
12.587,13.22,2.754,2.643,10.732,10.11,13.729,13.194,0.00670924988161914
12.232,11.594,2.423,2.525,7.749,6.569,12.039,11.995,0.00167731247040478
9.95,10.23,2.461,2.307,5.592,5.01,10.877,10.646,0.000419328117601196
8.092,7.305,2.154,2.32,4.07,3.222,8.339,8.184,0.000104832029400299
5.118,5.208,2.294,2.236,2.959,2.613,5.203,5.732,2.62080073500748e-05
3.818,3.734,2.09,2.267,2.506,2.446,3.802,3.94,6.55200183751869e-06
2.902,2.952,2.345,2.169,2.478,2.528,2.812,2.65,1.63800045937967e-06
2.389,2.443,2.218,2.403,2.223,2.152,2.584,2.684,4.09500114844918e-07
2.435,2.444,2.444,2.139,2.218,2.239,2.47,2.537,1.0237502871123e-07
2.214,2.403,2.336,2.201,2.304,2.233,2.327,2.279,2.55937571778074e-08
