"Reference1","Reference2","Control207","Control208","Infected413","Infected414","Infected415","Infected416","dilution"
12.955,12.573,4.875,4.206,9.502,11.73,11.763,11.802,0.106821993356152
11.759,12.484,3.64,3.426,7.934,12.191,11.565,11.968,0.0267054983390379
10.883,11.286,2.64,2.696,5.306,11.25,11.075,11.138,0.00667637458475948
10.209,10.781,2.435,2.052,3.42,10.179,10.82,10.283,0.00166909364618987
10.132,10.127,2.094,2.269,2.616,9.212,8.633,9.043,0.000417273411547468
7.472,7.745,2.281,2.29,2.264,6.5,6.35,7.215,0.000104318352886867
4.535,5.254,2.101,2.078,2.199,4.473,3.919,4.512,2.60795882217167e-05
3.444,3.535,2.15,2.159,2.38,3.189,2.969,2.955,6.51989705542918e-06
2.815,2.608,2.319,2.149,2.187,2.522,2.639,2.718,1.6299742638573e-06
2.346,2.362,2.228,2.017,2.107,2.449,2.299,2.166,4.07493565964324e-07
2.119,2.282,2.13,2.15,2.162,2.316,2.084,2.264,1.01873391491081e-07
2.272,2.204,2.04,2.285,2.121,2.081,2.275,2.192,2.54683478727702e-08
