"Reference1","Reference2","Control287","Control288","Infected573","Infected574","Infected575","Infected576","dilution"
16.109,16.188,6.109,6.304,9.367,15.33,15.54,14.824,0.103943245797759
15.574,15.584,4.538,4.511,6.24,14.434,13.762,14.621,0.0259858114494397
14.373,15.681,3.677,3.505,3.877,15.298,13.711,14.379,0.00649645286235992
13.821,14.628,3.029,2.91,3.631,13.551,11.014,11.464,0.00162411321558998
12.541,11.537,2.926,3.037,2.836,10.354,7.637,8.71,0.000406028303897495
8.383,9.929,3.143,2.822,2.967,6.656,5.52,5.728,0.000101507075974374
5.312,6.655,2.804,2.837,2.902,4.951,4.044,4.253,2.53767689935934e-05
4.308,4.462,2.96,2.907,2.908,3.743,3.476,3.411,6.34419224839836e-06
3.507,3.549,2.788,2.611,2.937,3.143,3.028,3.088,1.58604806209959e-06
3.075,3.337,2.949,2.563,2.855,2.84,3.093,2.771,3.96512015524897e-07
2.934,3.21,2.978,2.862,3.098,3.03,2.84,3.048,9.91280038812243e-08
2.76,3.076,2.797,3.03,2.945,2.7,2.781,2.705,2.47820009703061e-08
