"Reference1","Reference2","Control197","Control198","Infected393","Infected394","Infected395","Infected396","dilution"
12.866,12.343,5.174,5.585,11.217,13.408,10.289,11.711,0.139499745226344
11.973,13.178,3.735,3.535,9.514,13.151,9.042,10.693,0.034874936306586
12.315,12.28,2.993,2.836,7.843,12.614,6.207,7.822,0.00871873407664651
11.712,11.645,2.364,2.417,5.016,10.638,4.093,5.916,0.00217968351916163
10.465,10.565,2.268,2.212,3.708,8.622,3.178,4.049,0.000544920879790407
9.09,8.524,2.132,2.343,2.779,5.882,2.491,2.991,0.000136230219947602
6.253,5.967,2.416,2.254,2.418,3.866,2.297,2.482,3.40575549869004e-05
3.865,3.88,2.209,2.226,2.296,3.147,2.088,2.3,8.51438874672511e-06
3.113,2.899,2.304,2.173,2.368,2.403,2.083,2.154,2.12859718668128e-06
2.633,2.681,2.408,2.302,2.266,2.25,2.386,2.237,5.32149296670319e-07
2.246,2.305,2.19,2.397,2.326,2.28,2.223,2.18,1.3303732416758e-07
2.271,2.256,1.937,2.341,2.359,2.382,2.31,2.209,3.3259331041895e-08
