"Reference1","Reference2","Control337","Control338","Infected673","Infected674","Infected675","Infected676","dilution"
15.855,15.395,5.957,5.329,15.894,16.307,17.104,16.44,0.0870357073674761
15.695,16.098,3.788,3.846,16.04,16.529,15.724,15.857,0.021758926841869
15.54,15.623,2.941,2.937,15.367,16.39,15.585,17.174,0.00543973171046725
14.571,14.557,2.768,2.684,14.366,14.07,14.689,13.926,0.00135993292761681
11.396,12.161,2.683,2.459,13.463,12.241,11.689,12.075,0.000339983231904203
8.631,9.468,2.525,2.4,9.257,8.389,8.401,8.893,8.49958079760508e-05
6.346,6.431,2.508,2.456,6.016,5.479,6.132,5.677,2.12489519940127e-05
3.745,4.193,2.184,2.68,4.213,4.121,3.874,3.886,5.31223799850318e-06
2.883,3.051,2.323,2.437,3.27,3.125,3.235,3.097,1.32805949962579e-06
2.535,2.718,2.5,2.523,2.677,2.578,2.594,2.839,3.32014874906449e-07
2.667,2.512,2.375,2.255,2.625,2.597,2.607,2.579,8.30037187266122e-08
2.701,2.53,2.442,2.61,2.646,2.542,2.651,2.539,2.0750929681653e-08
