"Reference1","Reference2","Control089","Control090","Infected177","Infected178","Infected179","Infected180","dilution"
9.881,10.032,4.576,4.021,10.425,9.632,10.254,10.63,0.108550299000147
9.997,10.432,3.112,3.438,11.249,10.417,9.7,10.19,0.0271375747500368
9.633,9.553,2.695,2.819,10.082,9.261,8.355,9.869,0.0067843936875092
8.938,8.991,2.429,2.675,9.886,7.181,7.307,9.197,0.0016960984218773
8.272,8.538,2.569,2.329,7.891,6.242,5.612,7.831,0.000424024605469325
7.193,6.599,2.354,2.288,6.75,4.59,3.794,5.698,0.000106006151367331
4.319,4.668,2.387,2.498,4.817,3.199,3.152,4.354,2.65015378418328e-05
3.369,3.496,2.238,2.396,3.378,2.645,2.733,2.957,6.6253844604582e-06
2.816,2.714,2.684,2.551,3.071,2.511,2.395,2.636,1.65634611511455e-06
2.282,2.612,2.404,2.29,2.84,2.196,2.456,2.435,4.14086528778637e-07
2.46,2.513,2.5,2.602,2.633,2.313,2.442,2.622,1.03521632194659e-07
2.514,2.15,2.488,2.305,2.634,2.505,2.335,2.164,2.58804080486648e-08
