"Reference1","Reference2","Control017","Control018","Infected033","Infected034","Infected035","Infected036","dilution"
13.547,13.128,4.972,5.016,4.917,14.556,13.206,12.959,0.116060809419611
13.625,13.503,3.444,3.456,3.254,14.008,13.337,11.554,0.0290152023549028
13.369,13.387,2.563,2.677,2.574,13.431,13.816,10.054,0.00725380058872569
12.296,12.849,2.341,2.121,2.208,12.604,12.113,6.329,0.00181345014718142
11.031,9.561,2.208,2.142,2.087,10.846,10.847,5.025,0.000453362536795356
7.745,8.211,2.06,1.898,2.206,8.045,7.954,3.058,0.000113340634198839
5.422,5.718,1.959,1.907,2.099,5.35,5.823,2.432,2.83351585497097e-05
3.605,3.824,1.987,1.929,2.081,3.684,3.585,2.202,7.08378963742743e-06
2.594,2.836,1.982,2.137,1.886,2.637,2.45,1.931,1.77094740935686e-06
2.263,2.221,2.122,1.955,1.837,2.206,2.295,1.933,4.42736852339215e-07
1.986,2.231,2.115,2.033,2.018,2.131,2.143,2.043,1.10684213084804e-07
2.112,2.111,2.009,2.076,2.055,2.097,2.028,1.912,2.76710532712009e-08
