"Reference1","Reference2","Control297","Control298","Infected593","Infected594","Infected595","Infected596","dilution"
12.167,13.022,5.656,5.784,13.168,13.075,12.889,12.516,0.161234688794408
12.739,13.116,3.717,3.838,12.09,13.04,11.961,12.423,0.0403086721986019
11.84,12.335,2.96,2.931,10.975,12.157,11.694,12.821,0.0100771680496505
12.483,12.44,2.768,2.889,8.317,11.52,9.337,11.614,0.00251929201241262
10.762,10.444,2.453,2.391,5.375,10.075,7.588,10.333,0.000629823003103155
8.18,8.4,2.567,2.172,4.21,7.91,5.517,8.313,0.000157455750775789
5.699,6.532,2.228,2.388,3.019,5.323,3.77,5.542,3.93639376939472e-05
4.135,4.08,2.377,2.532,2.616,3.922,2.712,4.288,9.84098442348679e-06
3.167,3.178,2.399,2.56,2.494,3.179,2.502,3.026,2.4602461058717e-06
2.702,2.806,2.527,2.382,2.464,2.473,2.227,2.556,6.15061526467925e-07
2.545,2.431,2.396,2.461,2.575,2.227,2.527,2.414,1.53765381616981e-07
2.396,2.329,2.301,2.274,2.317,2.414,2.61,2.403,3.84413454042453e-08
