"Reference1","Reference2","Control177","Control178","Infected353","Infected354","Infected355","Infected356","dilution"
10.805,10.867,4.512,4.297,10.231,9.208,10.445,10.218,0.129561841718501
10.77,10.563,3.053,3.212,10.221,9.538,10.076,10.465,0.0323904604296252
10.101,10.535,2.462,2.568,10.307,7.747,10.272,10.603,0.00809761510740631
9.575,9.914,2.47,2.45,9.355,6.309,9.476,9.466,0.00202440377685158
8.564,8.614,2.172,2.073,8.062,4.533,8.961,8.033,0.000506100944212894
7.113,6.84,2.337,2.273,6.813,3.504,6.659,6.666,0.000126525236053224
5.176,4.532,2.253,2.046,4.145,2.731,4.96,4.501,3.16313090133059e-05
3.695,3.545,2.082,2.283,3.1,2.362,3.788,3.214,7.90782725332647e-06
2.814,2.652,2.151,2.108,2.482,2.105,2.548,2.684,1.97695681333162e-06
2.277,2.293,2.017,2.198,2.412,2.244,2.271,2.507,4.94239203332905e-07
2.438,2.37,2.307,2.256,1.888,2.218,2.344,2.097,1.23559800833226e-07
2.366,2.232,2.242,2.267,2.024,2.254,2.036,2.03,3.08899502083065e-08
