"Reference1","Reference2","Control315","Control316","Infected629","Infected630","Infected631","Infected632","dilution"
12.777,12.958,5.502,5.051,12.616,12.917,12.141,12.168,0.0884346273890707
12.323,12.673,3.76,3.67,12.636,11.725,11.707,12.423,0.0221086568472677
11.229,12.027,3.17,3.459,12.214,11.274,11.468,12.656,0.00552716421181692
10.262,11.075,2.867,3.012,10.67,9.087,11.734,10.829,0.00138179105295423
8.844,10.469,2.706,2.931,9.522,7.125,9.47,9.794,0.000345447763238557
7.199,8.301,2.886,2.773,7.419,5.333,7.312,7.419,8.63619408096393e-05
5.053,5.429,2.741,2.93,5.231,3.528,4.922,5.086,2.15904852024098e-05
3.806,3.917,2.86,3.018,3.638,3.231,3.804,3.983,5.39762130060246e-06
3.279,3.535,2.87,2.861,3.437,2.979,3.328,3.474,1.34940532515061e-06
2.96,3.038,2.936,2.485,2.975,2.938,3.135,3.04,3.37351331287654e-07
2.972,2.751,2.739,2.925,2.868,2.972,2.885,2.888,8.43378328219134e-08
2.89,2.811,3.217,2.729,2.741,2.761,2.972,2.864,2.10844582054783e-08
