"Reference1","Reference2","Control163","Control164","Infected325","Infected326","Infected327","Infected328","dilution"
11.974,12.37,4.564,4.529,4.661,11.514,11.416,12.361,0.0729771885383086
11.852,11.753,3.423,3.367,3.124,11.662,9.732,12.136,0.0182442971345771
11.247,10.976,2.707,2.751,2.641,10.79,8.294,11.472,0.00456107428364429
11.062,10.73,2.602,2.495,2.465,10.648,6.197,10.513,0.00114026857091107
9.165,8.303,2.312,2.219,2.464,8.44,4.271,9.218,0.000285067142727768
6.564,6.686,2.347,2.553,2.565,6.153,3.319,6.667,7.1266785681942e-05
4.628,4.269,2.35,2.385,2.144,4.512,2.63,4.739,1.78166964204855e-05
3.293,3.309,2.483,2.542,2.41,3.139,2.751,3.462,4.45417410512137e-06
2.958,2.795,2.345,2.507,2.615,2.641,2.69,2.675,1.11354352628034e-06
2.635,2.468,2.296,2.449,2.262,2.533,2.35,2.788,2.78385881570086e-07
2.452,2.562,2.43,2.346,2.422,2.46,2.658,2.679,6.95964703925215e-08
2.424,2.419,2.292,2.371,2.521,2.623,2.497,2.225,1.73991175981304e-08
