"Reference1","Reference2","Control159","Control160","Infected317","Infected318","Infected319","Infected320","dilution"
13.275,12.841,5.38,5.915,12.429,12.857,13.43,13.616,0.142481421542804
13.246,13.057,3.72,3.616,13.299,12.222,12.535,12.612,0.035620355385701
12.822,13.156,2.74,2.891,10.936,10.693,12.628,11.991,0.00890508884642524
12.827,12.328,2.445,2.287,9.243,7.61,12.746,10.69,0.00222627221160631
11.026,11.15,2.35,2.271,6.997,5.554,10.822,7.713,0.000556568052901578
8.3,8.624,2.359,2.111,4.194,3.553,8.674,5.394,0.000139142013225394
5.933,5.775,2.233,2.098,3.182,2.688,5.525,3.873,3.47855033063486e-05
3.928,4.135,2.294,2.218,2.417,2.52,3.888,2.685,8.69637582658715e-06
3.014,3.001,2.164,2.07,2.393,2.207,2.876,2.454,2.17409395664679e-06
2.512,2.601,2.334,2.253,2.244,2.132,2.546,2.098,5.43523489161697e-07
2.21,2.482,2.068,2.228,2.179,1.872,2.175,2.243,1.35880872290424e-07
2.197,2.015,2.309,2.169,2.173,2.077,2.41,1.972,3.3970218072606e-08
