"Reference1","Reference2","Control071","Control072","Infected141","Infected142","Infected143","Infected144","dilution"
15.81,15.275,4.164,4.011,14.362,15.957,11.706,11.682,0.0645627793507223
15.668,14.972,2.961,2.684,12.199,12.743,8.375,7.304,0.0161406948376806
14.615,15.771,1.972,2.089,8.911,10.569,5.164,4.23,0.00403517370942014
13.301,13.464,1.751,1.887,5.221,7.033,3.116,2.857,0.00100879342735504
11.059,11.129,1.603,1.831,3.258,4.249,2.433,2.089,0.000252198356838759
7.486,6.868,1.652,1.554,2.592,2.974,1.977,1.777,6.30495892096897e-05
4.414,4.889,1.669,1.641,1.843,2.305,1.766,1.764,1.57623973024224e-05
3.033,2.825,1.572,1.629,1.725,1.944,1.686,1.677,3.94059932560561e-06
2.232,2.028,1.579,1.739,1.725,1.716,1.592,1.652,9.85149831401402e-07
1.92,1.768,1.775,1.587,1.77,1.598,1.663,1.678,2.4628745785035e-07
1.677,1.853,1.638,1.855,1.596,1.774,1.637,1.619,6.15718644625876e-08
1.707,1.733,1.612,1.692,1.697,1.755,1.669,1.596,1.53929661156469e-08
