"Reference1","Reference2","Control111","Control112","Infected221","Infected222","Infected223","Infected224","dilution"
9.926,10.423,4.013,3.722,10.02,10.08,9.737,4.63,0.0886537437936229
9.617,10.033,2.804,2.775,9.683,9.681,9.637,3.217,0.0221634359484057
9.312,8.99,2.338,2.211,9.534,9.256,9.826,2.427,0.00554085898710143
8.284,9.055,2.159,1.973,9.15,8.847,9.474,2.216,0.00138521474677536
7.404,7.514,2.029,2.094,7.533,7.456,6.884,2.126,0.000346303686693839
5.301,5.662,2.13,1.981,5.309,5.675,5.693,2.038,8.65759216734598e-05
4.096,4.2,2.221,2.051,3.691,3.957,4.15,1.871,2.1643980418365e-05
2.979,3.082,2.077,2.043,2.676,2.86,3.099,2.186,5.41099510459124e-06
2.476,2.305,2.178,1.955,2.484,2.351,2.361,2.054,1.35274877614781e-06
2.261,2.122,2.04,2.043,2.213,2.155,2.237,1.852,3.38187194036952e-07
2.07,2.109,1.967,2.09,2.24,2.199,2.033,1.937,8.45467985092381e-08
2.08,2.141,1.968,2.044,2.114,2.297,2.118,1.991,2.11366996273095e-08
