"Reference1","Reference2","Control025","Control026","Infected049","Infected050","Infected051","Infected052","dilution"
13.347,13.419,5.712,5.25,12.926,12.973,12.935,8.995,0.106085739865387
13.591,12.466,3.575,3.512,13.013,12.988,13.507,5.631,0.0265214349663468
13.25,13.069,2.895,2.977,13.481,13.023,12.953,4.58,0.0066303587415867
10.922,11.689,2.312,2.592,11.56,11.622,12.544,2.927,0.00165758968539667
9.917,9.859,2.163,2.481,10.465,9.179,10.436,2.616,0.000414397421349168
7.997,7.523,2.125,2.281,7.458,8.107,8.616,2.35,0.000103599355337292
5.425,5.506,2.339,2.489,5.032,5.629,5.567,2.446,2.5899838834323e-05
3.594,3.865,2.285,2.354,3.716,4.059,3.871,2.248,6.47495970858076e-06
3.002,3.033,2.129,2.314,2.752,2.908,2.884,2.213,1.61873992714519e-06
2.618,2.359,2.404,2.316,2.489,2.558,2.739,2.235,4.04684981786297e-07
2.286,2.303,2.339,2.18,2.357,2.393,2.196,2.258,1.01171245446574e-07
2.356,2.209,2.187,2.239,2.421,2.597,2.493,2.342,2.52928113616436e-08
