"Reference1","Reference2","Control283","Control284","Infected565","Infected566","Infected567","Infected568","dilution"
15.534,16.284,8.16,7.515,12.41,15.45,16.091,15.082,0.191878868697426
15.764,15.257,5.258,5.269,12.078,15.379,15.16,15.385,0.0479697171743565
14.262,14.737,3.95,4.283,8.857,15.275,14.845,15.638,0.0119924292935891
13.69,15.474,3.625,3.503,5.799,14.458,13.374,14.364,0.00299810732339728
13.608,13.372,3.549,3.488,4.329,12.127,12.431,13.931,0.000749526830849321
10.865,10.213,3.122,3.039,3.791,11.316,9.095,11.188,0.00018738170771233
7.922,8.065,3.338,3.239,3.005,7.73,7.354,8.693,4.68454269280826e-05
5.644,5.914,3.271,3.449,3.385,5.421,4.875,5.76,1.17113567320206e-05
4.115,3.939,3.302,3.366,3.208,4.132,4.29,3.889,2.92783918300516e-06
3.711,3.618,3.389,3.17,2.954,3.591,3.536,3.443,7.3195979575129e-07
3.396,3.624,3.127,2.813,3.294,3.412,3.338,3.555,1.82989948937822e-07
3.294,3.134,3.298,3.236,3.296,3.298,3.447,3.148,4.57474872344556e-08
