"Reference1","Reference2","Control161","Control162","Infected321","Infected322","Infected323","Infected324","dilution"
13.931,13.975,5.708,5.533,12.477,14.098,6.332,12.846,0.118933944594921
13.771,13.402,4.228,4.137,13.791,13.758,4.702,12.692,0.0297334861487304
13.422,13.801,3.171,3.285,12.882,12.994,3.893,9.961,0.00743337153718259
11.339,11.706,3.212,2.858,12.47,12.254,2.986,8.226,0.00185834288429565
11.926,10.934,3.207,3.012,9.903,10.468,2.98,5.533,0.000464585721073912
9.077,7.874,2.689,2.915,7.36,8.37,3.005,3.743,0.000116146430268478
6.303,5.84,3.215,2.896,5.361,5.742,3.128,3.42,2.90366075671195e-05
4.335,4.21,3.12,2.901,4.154,4.414,3.085,2.836,7.25915189177988e-06
3.71,3.516,3.137,2.739,3.37,3.512,2.819,2.996,1.81478797294497e-06
3.209,3.17,2.924,2.877,3.232,3.268,2.943,3.143,4.53696993236242e-07
2.863,2.98,2.835,3.05,3.149,3.106,3.137,2.839,1.13424248309061e-07
2.93,2.813,3.081,3.012,2.569,2.719,3.359,3.008,2.83560620772651e-08
