"Reference1","Reference2","Control093","Control094","Infected185","Infected186","Infected187","Infected188","dilution"
10.578,10.705,5.414,5.228,12.078,11.727,11.601,9.225,0.130972468471919
11.466,10.77,3.687,3.695,10.381,11.987,10.851,7.501,0.0327431171179798
11.198,11.229,3.062,3.119,10.957,10.517,10.697,6.396,0.00818577927949496
9.736,10.853,2.778,2.543,9.982,10.155,8.888,4.378,0.00204644481987374
9.451,9.623,2.741,2.595,8.997,8.21,7.437,3.477,0.000511611204968435
7.385,6.868,2.536,2.419,7.37,7.286,5.109,2.794,0.000127902801242109
5.394,4.84,2.504,2.596,4.898,5.04,3.799,2.439,3.19757003105272e-05
3.593,3.773,2.633,2.468,3.771,3.218,3.106,2.495,7.9939250776318e-06
3.023,2.824,2.592,2.359,2.861,3.047,2.825,2.655,1.99848126940795e-06
2.89,2.718,2.503,2.348,2.769,2.658,2.799,2.599,4.99620317351987e-07
2.568,2.33,2.508,2.52,2.24,2.669,2.756,2.544,1.24905079337997e-07
2.599,2.537,2.729,2.629,2.687,2.403,2.741,2.399,3.12262698344992e-08
