"Reference1","Reference2","Control325","Control326","Infected649","Infected650","Infected651","Infected652","dilution"
11.121,10.976,4.081,4.726,7.583,11.397,7.983,11.737,0.136337701896915
10.426,11.276,3.03,3.074,5.784,11.181,6.045,11.338,0.0340844254742288
10.771,10.723,2.424,2.438,3.12,9.189,4.035,11.136,0.0085211063685572
10.833,9.976,2.187,2.125,2.407,9.198,2.768,10.262,0.0021302765921393
9.134,9.309,1.794,1.961,2.313,6.837,2.209,9.728,0.000532569148034825
7.112,6.516,2.116,1.978,2.111,4.635,2.216,7.339,0.000133142287008706
4.879,4.682,1.768,1.918,1.955,3.295,1.818,5.039,3.32855717521765e-05
3.119,2.955,1.896,2.031,1.925,2.361,1.73,3.571,8.32139293804414e-06
2.58,2.478,1.84,1.887,1.689,2.004,1.837,2.74,2.08034823451103e-06
2.077,1.878,1.958,2.003,1.914,1.855,1.758,2.316,5.20087058627759e-07
1.781,1.855,2.067,1.716,1.849,1.911,1.936,2.017,1.3002176465694e-07
2.004,1.915,1.853,1.694,1.905,1.833,1.896,1.949,3.25054411642349e-08
