"Reference1","Reference2","Control173","Control174","Infected345","Infected346","Infected347","Infected348","dilution"
12.651,12.827,5.604,5.333,12.701,9.894,13.079,12.211,0.138484540306062
13.283,13.062,3.927,3.698,12.228,7.286,12.953,13.034,0.0346211350765155
12.948,11.518,3.485,3.13,12.454,4.462,12.427,11.473,0.00865528376912886
11.715,11.848,2.922,3.151,11.779,3.84,12.168,12.115,0.00216382094228222
11.241,10.353,2.808,2.961,10.288,3.238,10.436,10.487,0.000540955235570554
8.238,8.48,3.026,2.764,9.019,2.738,9.069,8.242,0.000135238808892638
6.957,6.297,2.827,2.929,5.463,2.89,6.178,6.693,3.38097022231596e-05
4.732,4.353,2.648,2.691,4.132,2.828,4.496,4.342,8.4524255557899e-06
3.334,3.59,2.878,2.84,3.373,2.722,3.737,3.06,2.11310638894748e-06
3.242,2.991,2.866,3.026,2.915,2.912,2.753,3.003,5.28276597236869e-07
2.767,2.822,2.85,2.972,2.842,2.948,2.625,2.641,1.32069149309217e-07
3.041,2.795,2.704,2.888,3.08,2.821,2.795,2.881,3.30172873273043e-08
