"Reference1","Reference2","Control021","Control022","Infected041","Infected042","Infected043","Infected044","dilution"
12.95,12.88,5.11,5.288,12.72,13.372,9.707,11.993,0.131994229807447
13.07,12.721,3.69,3.474,12.55,12.208,7.522,10.851,0.0329985574518618
12.431,12.513,3.074,3.033,12.499,12.705,5.044,8.24,0.00824963936296544
12.327,12.153,2.456,2.436,12.139,11.988,3.473,6.035,0.00206240984074136
10.139,10.169,2.39,2.305,10.105,9.994,2.699,4.206,0.00051560246018534
8.045,7.979,2.183,2.19,7.654,8.27,2.273,3.187,0.000128900615046335
5.835,5.65,2.342,2.307,5.793,6.049,2.285,2.558,3.22251537615838e-05
3.717,3.943,2.096,2.104,3.93,4.108,2.277,2.491,8.05628844039594e-06
3.257,2.885,2.115,2.294,2.754,2.909,2.164,2.358,2.01407211009898e-06
2.473,2.595,2.41,2.137,2.767,2.613,2.3,2.112,5.03518027524746e-07
2.382,2.332,2.176,2.07,2.417,2.438,2.18,2.068,1.25879506881187e-07
2.313,2.371,2.214,2.206,2.291,2.174,2.443,2.453,3.14698767202966e-08
