"Reference1","Reference2","Control291","Control292","Infected581","Infected582","Infected583","Infected584","dilution"
11.744,12.748,5.169,4.898,6.446,11.488,12.861,11.652,0.126244485932967
12.178,11.009,3.308,3.535,4.382,12.031,12.092,12.148,0.0315611214832416
11.103,12.583,2.679,2.72,3.292,12.024,12.373,12.654,0.00789028037081041
11.155,11.39,2.6,2.531,2.587,10.863,11.216,10.856,0.0019725700927026
9.761,9.227,2.539,2.581,2.533,9.124,10.173,9.294,0.000493142523175651
7.439,7.563,2.574,2.33,2.382,7.282,7.487,7.604,0.000123285630793913
5.022,5.163,2.265,2.429,2.336,5.306,4.934,4.742,3.08214076984782e-05
3.858,3.596,2.386,2.349,2.353,3.535,3.707,3.405,7.70535192461954e-06
3.054,2.982,2.373,2.393,2.395,2.682,2.885,2.728,1.92633798115489e-06
2.445,2.464,2.358,2.465,2.473,2.698,2.755,2.57,4.81584495288721e-07
2.48,2.527,2.07,2.445,2.281,2.517,2.424,2.232,1.2039612382218e-07
2.541,2.204,2.23,2.272,2.439,2.322,2.211,2.463,3.00990309555451e-08
