"Reference1","Reference2","Control289","Control290","Infected577","Infected578","Infected579","Infected580","dilution"
6.918,6.982,3.506,3.49,6.977,6.854,4.575,5.044,0.110885802563849
7.327,7.276,2.818,2.787,6.329,7.364,3.817,3.873,0.0277214506409622
6.766,6.698,2.525,2.46,6.332,6.956,2.857,3.09,0.00693036266024055
6.558,6.718,2.382,2.526,5.713,6.28,2.495,2.598,0.00173259066506014
5.601,5.998,2.499,2.345,4.495,5.651,2.301,2.56,0.000433147666265034
4.722,4.6,2.494,2.386,3.368,4.813,2.288,2.498,0.000108286916566259
3.792,3.866,2.359,2.438,2.747,3.7,2.47,2.442,2.70717291415646e-05
2.987,2.708,2.3,2.383,2.468,2.85,2.424,2.217,6.76793228539116e-06
2.64,2.682,2.386,2.216,2.505,2.775,2.195,2.187,1.69198307134779e-06
2.442,2.338,2.421,2.332,2.505,2.471,2.212,2.673,4.22995767836948e-07
2.204,2.175,2.59,2.31,2.583,2.415,2.362,2.34,1.05748941959237e-07
2.419,2.344,2.338,2.301,2.298,2.155,2.44,2.25,2.64372354898092e-08
