"Reference1","Reference2","Control061","Control062","Infected121","Infected122","Infected123","Infected124","dilution"
13.939,14.557,3.913,4.234,13.219,12.613,4.629,12.336,0.105122910537999
13.741,14.201,2.366,2.442,13.075,11.918,2.252,11.602,0.0262807276344997
13.404,12.483,1.438,1.473,12.818,9.025,1.59,9.274,0.00657018190862492
11.121,10.984,1.17,1.216,12.432,5.768,1.064,5.02,0.00164254547715623
11.618,10.474,0.928,1.049,10.656,3.451,1.024,3.389,0.000410636369289057
6.96,7.774,1.015,0.988,7.579,2.158,1.052,1.949,0.000102659092322264
4.506,4.711,1.03,0.94,4.603,1.352,1.075,1.35,2.56647730805661e-05
2.307,2.512,0.9,1.005,2.969,1.079,1.041,1.091,6.41619327014152e-06
1.563,1.588,0.912,0.862,1.75,0.98,0.937,0.855,1.60404831753538e-06
1.116,1.217,0.952,0.958,1.197,1.013,0.978,0.984,4.01012079383845e-07
1.032,1.052,0.931,0.924,1.018,0.868,0.864,0.931,1.00253019845961e-07
0.986,0.949,0.93,0.969,0.955,0.938,0.898,0.983,2.50632549614903e-08
