"Reference1","Reference2","Control131","Control132","Infected261","Infected262","Infected263","Infected264","dilution"
6.379,5.718,3.167,3.186,5.826,5.872,4.71,3.316,0.116179988665192
5.858,6.122,2.733,2.523,5.801,6.163,3.979,2.612,0.029044997166298
6.189,5.582,2.238,2.243,5.009,5.898,3.164,2.717,0.0072612492915745
5.578,5.457,2.198,2.281,4.383,5.882,2.656,2.365,0.00181531232289362
5.202,5.102,2.201,2.273,3.393,5.113,2.486,2.231,0.000453828080723406
4.43,4.226,2.315,2.375,2.731,4.725,2.324,2.285,0.000113457020180852
3.362,3.001,2.111,2.188,2.488,3.521,2.423,1.976,2.83642550452129e-05
2.866,2.652,2.195,2.258,2.244,2.947,2.053,2.09,7.09106376130322e-06
2.55,2.316,2.052,2.255,2.036,2.412,2.265,2.105,1.77276594032581e-06
2.27,2.372,2.312,2.343,2.167,2.29,2.312,2.112,4.43191485081451e-07
2.236,2.404,2.461,2.12,2.381,2.249,2.208,2.144,1.10797871270363e-07
2.199,2.089,2.447,2.439,2.212,2.077,2.144,2.151,2.76994678175907e-08
