"Reference1","Reference2","Control155","Control156","Infected309","Infected310","Infected311","Infected312","dilution"
14.099,13.882,6.631,6.359,13.884,14.73,12.481,9.78,0.160352058633039
14.939,13.949,4.148,3.724,13.794,13.524,10.404,8.301,0.0400880146582598
13.432,14.598,3.007,3.185,13.484,12.158,6.986,5.787,0.0100220036645649
12.422,13.415,2.519,2.615,13.384,11.199,4.953,3.512,0.00250550091614123
11.133,12.333,2.291,2.536,11.657,8.524,3.648,2.846,0.000626375229035309
8.776,9.333,2.464,2.407,8.736,6.22,2.905,2.587,0.000156593807258827
6.789,6.783,2.329,2.577,6.118,3.713,2.465,2.51,3.91484518147068e-05
4.259,4.792,2.5,2.664,4.034,3.322,2.329,2.47,9.7871129536767e-06
2.816,3.397,2.522,2.316,3.128,2.704,2.262,2.615,2.44677823841917e-06
2.806,2.732,2.454,2.432,2.647,2.613,2.644,2.32,6.11694559604794e-07
2.399,2.557,2.365,2.392,2.664,2.287,2.279,2.45,1.52923639901198e-07
2.556,2.149,2.312,2.257,2.489,2.387,2.333,2.358,3.82309099752996e-08
