"Reference1","Reference2","Control151","Control152","Infected301","Infected302","Infected303","Infected304","dilution"
12.909,13.261,4.444,4.801,12.245,13.548,13.803,4.378,0.0894032187387633
13.417,13.472,3.247,3.762,11.309,13.602,13.522,3.611,0.0223508046846908
13.305,13.278,3.057,2.949,9.716,12.93,12.624,2.721,0.00558770117117271
11.58,11.687,2.603,2.679,7.176,11.404,11.86,2.566,0.00139692529279318
10.003,10.101,2.584,2.643,4.825,10.121,10.596,2.591,0.000349231323198294
7.475,8.265,2.392,2.575,3.413,6.075,7.971,2.33,8.73078307995735e-05
5.308,5.44,2.264,2.393,2.736,5.037,5.533,2.527,2.18269576998934e-05
3.734,3.724,2.56,2.371,2.454,3.617,3.393,2.167,5.45673942497335e-06
2.793,2.979,2.368,2.3,2.329,2.837,2.981,2.225,1.36418485624334e-06
2.802,2.581,2.457,2.525,2.671,2.591,2.533,2.708,3.41046214060834e-07
2.682,2.652,2.56,2.433,2.298,2.605,2.382,2.409,8.52615535152085e-08
2.721,2.463,2.413,2.616,2.459,2.372,2.467,2.537,2.13153883788021e-08
