"Reference1","Reference2","Control145","Control146","Infected289","Infected290","Infected291","Infected292","dilution"
11.661,11.48,5.678,5.816,11.182,11.587,6.505,11.267,0.160266148062433
11.209,11.863,4.626,4.089,11.267,11.255,5.09,11.646,0.0400665370156082
10.723,11.275,3.215,3.307,10.51,11.802,3.647,11.391,0.010016634253902
10.643,11.628,2.988,2.824,10.477,10.697,3.222,10.122,0.00250415856347551
9.698,9.8,2.859,3.193,8.66,9.713,3.242,8.902,0.000626039640868878
7.239,7.948,2.652,2.654,6.782,8.328,2.895,7.18,0.000156509910217219
5.725,5.901,2.789,3.047,4.921,6.228,2.94,6.065,3.91274775543049e-05
4.535,4.657,2.99,2.876,3.731,4.557,3.01,4.305,9.78186938857622e-06
3.599,3.48,2.795,3.008,3.24,3.566,2.945,3.255,2.44546734714405e-06
3.096,3.233,2.765,2.742,3.33,3.08,2.865,3.055,6.11366836786014e-07
2.783,2.874,2.847,2.789,2.88,2.884,2.895,3.19,1.52841709196503e-07
2.756,2.596,2.591,2.897,2.733,2.962,2.853,2.953,3.82104272991259e-08
