"Reference1","Reference2","Control103","Control104","Infected205","Infected206","Infected207","Infected208","dilution"
13.9,13.872,5.282,5.266,5.672,5.087,5.044,14.121,0.105812352543339
13.744,14.112,3.546,3.609,3.945,3.301,3.418,13.299,0.0264530881358348
12.77,12.927,2.632,2.864,3.114,2.849,2.78,13.116,0.0066132720339587
13.443,12.47,2.484,2.406,2.479,2.405,2.469,11.218,0.00165331800848967
11.431,10.546,2.408,2.596,2.421,2.176,2.324,9.597,0.000413329502122419
9.506,7.578,2.259,2.287,2.48,2.01,2.172,6.32,0.000103332375530605
5.582,5.496,2.065,2.194,2.271,2.33,2.32,4.283,2.58330938826512e-05
3.83,3.84,2.213,2.267,2.262,2.333,2.374,2.886,6.45827347066279e-06
3.177,2.447,2.415,2.301,2.195,2.318,2.253,2.524,1.6145683676657e-06
2.571,2.47,2.326,2.103,2.233,2.197,2.311,2.419,4.03642091916424e-07
2.35,2.209,2.311,2.247,2.237,2.374,2.354,2.39,1.00910522979106e-07
2.234,2.382,2.32,2.106,2.114,2.315,2.237,2.185,2.52276307447765e-08
