"Reference1","Reference2","Control049","Control050","Infected097","Infected098","Infected099","Infected100","dilution"
9.445,10.239,4.135,4.861,9.147,6.49,8.728,9.686,0.155464135732732
9.523,9.622,3.615,3.512,9.099,5.022,8.72,9.108,0.0388660339331831
9.075,9.222,2.788,2.932,9.105,3.847,7.308,9.431,0.00971650848329576
8.618,9.409,2.681,2.758,7.67,3.016,5.713,9.036,0.00242912712082394
8.647,8.608,2.5,2.831,6.406,2.799,3.492,7.616,0.000607281780205985
6.838,6.636,2.706,2.571,5.189,2.568,3.203,6.382,0.000151820445051496
4.697,5.104,2.419,2.385,3.695,2.454,2.704,4.722,3.79551112628741e-05
3.655,3.843,2.385,2.626,3.322,2.555,2.647,3.526,9.48877781571852e-06
2.835,2.996,2.509,2.241,2.664,2.685,2.465,2.945,2.37219445392963e-06
2.448,2.778,2.587,2.468,2.384,2.395,2.452,2.535,5.93048613482408e-07
2.552,2.522,2.441,2.436,2.636,2.374,2.373,2.369,1.48262153370602e-07
2.333,2.712,2.598,2.367,2.518,2.707,2.547,2.514,3.70655383426505e-08
