"Reference1","Reference2","Control189","Control190","Infected377","Infected378","Infected379","Infected380","dilution"
7.46,7.104,3.855,3.587,7.591,7.08,7.648,7.116,0.145670289707149
7.861,7.39,3.253,3.162,7.375,7.631,7.344,7.349,0.0364175724267871
6.993,7.056,3.008,2.666,7.34,7.304,7.417,7.198,0.00910439310669679
7.379,7.258,2.485,2.292,7.032,6.683,6.987,6.435,0.0022760982766742
6.59,6.244,2.324,2.114,6.157,6.896,6.124,5.952,0.000569024569168549
5.084,5.452,2.45,2.285,5.135,5.264,5.249,4.716,0.000142256142292137
4.096,3.848,2.28,2.381,3.435,3.871,4.209,3.751,3.55640355730343e-05
3.27,3.268,2.253,2.217,3.071,3.14,3.223,2.963,8.89100889325858e-06
2.656,2.779,2.419,2.265,2.817,2.653,2.712,2.597,2.22275222331465e-06
2.428,2.39,2.429,2.193,2.161,2.397,2.733,2.303,5.55688055828661e-07
2.602,2.18,2.24,2.318,2.247,2.311,2.393,2.323,1.38922013957165e-07
2.45,2.194,2.388,2.129,2.24,2.437,2.319,2.379,3.47305034892913e-08
