"Reference1","Reference2","Control285","Control286","Infected569","Infected570","Infected571","Infected572","dilution"
14.137,13.533,5.933,6.152,14.114,12.372,11.202,13.894,0.125471804079327
14.515,14.522,4.148,4.48,14.642,10.333,8.615,13.963,0.0313679510198317
13.871,14.24,3.29,3.323,14.011,7.081,6.745,14.645,0.00784198775495791
13.636,12.999,2.742,2.963,12.499,4.902,4.48,13.401,0.00196049693873948
11.925,12.066,2.829,2.753,12.144,3.493,3.583,11.883,0.00049012423468487
8.817,8.553,2.673,2.677,8.967,3.052,3.12,8.694,0.000122531058671217
6.279,6.244,2.531,2.611,7.297,2.89,2.891,6.514,3.06327646678044e-05
4.487,4.164,2.791,2.681,4.419,2.564,2.802,4.627,7.65819116695109e-06
3.473,3.627,2.539,2.561,3.438,2.792,2.64,3.688,1.91454779173777e-06
2.814,2.792,2.731,2.727,3.021,2.559,2.84,2.919,4.78636947934443e-07
2.684,2.72,2.557,2.596,2.676,2.4,2.686,2.831,1.19659236983611e-07
2.884,2.81,2.731,2.494,2.741,2.779,2.979,2.876,2.99148092459027e-08
