"Reference1","Reference2","Control019","Control020","Infected037","Infected038","Infected039","Infected040","dilution"
15.105,16.151,5.88,6.14,16.625,5.201,16.138,6.405,0.144718398499319
15.875,14.71,3.747,3.813,15.563,3.419,15.133,4.49,0.0361795996248297
14.431,14.449,2.616,2.655,14.869,2.546,15.084,2.799,0.00904489990620742
14.409,13.544,2.181,2.053,14.728,1.988,13.173,2.293,0.00226122497655185
11.912,12.261,1.889,1.961,12.571,1.912,11.097,1.897,0.000565306244137964
9.681,9.587,1.591,1.864,9.17,1.912,9.374,1.864,0.000141326561034491
5.848,6.239,1.626,1.753,7.11,1.868,6.113,1.832,3.53316402586227e-05
3.782,3.684,1.647,1.887,4.493,1.718,3.641,1.734,8.83291006465568e-06
2.796,2.589,1.786,1.781,2.954,1.777,2.636,1.962,2.20822751616392e-06
1.934,2.072,1.704,1.802,2.031,1.716,1.85,1.758,5.5205687904098e-07
1.898,1.863,1.66,1.83,2.016,1.647,1.8,1.707,1.38014219760245e-07
1.752,1.777,1.609,1.68,1.758,1.879,1.655,1.811,3.45035549400613e-08
