"Reference1","Reference2","Control123","Control124","Infected245","Infected246","Infected247","Infected248","dilution"
12.835,14.107,5.218,4.854,11.732,12.95,4.527,13.201,0.132776495383565
12.217,12.728,3.034,3.479,10.23,12.799,3.282,12.62,0.0331941238458913
12.587,12.658,2.198,2.282,7.718,11.457,2.168,13.04,0.00829853096147282
11.458,12.75,1.74,1.865,5.167,10.098,1.926,11.692,0.0020746327403682
10.273,10.702,1.583,1.737,2.995,6.92,1.635,9.944,0.000518658185092051
7.977,7.846,1.816,1.714,2.162,4.68,1.681,8.109,0.000129664546273013
4.806,5.388,1.687,1.788,1.823,2.819,1.667,5.424,3.24161365682532e-05
3.268,3.476,1.53,1.634,1.678,2.164,1.561,3.322,8.1040341420633e-06
2.462,2.289,1.857,1.621,1.685,1.702,1.592,2.14,2.02600853551582e-06
1.981,1.841,1.662,1.619,1.575,1.677,1.679,1.966,5.06502133878956e-07
1.586,1.767,1.636,1.46,1.69,1.543,1.726,1.508,1.26625533469739e-07
1.721,1.657,1.62,1.605,1.721,1.677,1.597,1.782,3.16563833674348e-08
