"Reference1","Reference2","Control009","Control010","Infected017","Infected018","Infected019","Infected020","dilution"
9.089,8.891,3.916,4.296,7.785,9.297,4.595,8.606,0.127278724016487
9.344,9.099,3.02,3.348,5.902,9.4,3.345,9.177,0.0318196810041217
9.172,9.013,2.882,2.617,4.051,9.352,2.62,7.673,0.00795492025103043
8.838,8.627,2.392,2.566,3.294,9.383,2.317,6.79,0.00198873006275761
7.655,8.011,2.664,2.459,2.644,7.826,2.445,5.088,0.000497182515689402
6.336,5.766,2.589,2.392,2.374,6.32,2.349,3.437,0.00012429562892235
5.414,4.526,2.25,2.389,2.422,5.055,2.248,3.017,3.10739072305876e-05
3.504,3.129,2.483,2.232,2.471,3.692,2.306,2.57,7.76847680764691e-06
2.719,2.659,2.394,2.319,2.458,3.049,2.389,2.403,1.94211920191173e-06
2.498,2.63,2.186,2.443,2.438,2.674,2.43,2.382,4.85529800477932e-07
2.207,2.38,2.435,2.383,2.484,2.48,2.472,2.301,1.21382450119483e-07
2.127,2.424,2.457,2.457,2.302,2.077,2.486,2.305,3.03456125298707e-08
