"Reference1","Reference2","Control081","Control082","Infected161","Infected162","Infected163","Infected164","dilution"
11.866,12.144,5.616,5.698,6.517,12.064,10.757,5.655,0.155428559299134
11.517,11.523,3.367,3.627,4.882,12.108,9.797,4.085,0.0388571398247835
11.321,11.549,2.822,3.111,3.401,11.27,8.809,3.028,0.00971428495619587
11.327,11.433,2.435,2.644,2.653,11.03,5.747,2.78,0.00242857123904897
10.257,10.093,2.5,2.3,2.933,9.887,4.112,2.355,0.000607142809762242
6.888,7.917,2.672,2.825,2.518,8.337,3.148,2.334,0.00015178570244056
5.402,5.635,2.355,2.575,2.154,5.069,2.734,2.59,3.79464256101401e-05
4.048,3.944,2.478,2.622,2.73,3.825,2.43,2.461,9.48660640253503e-06
3.085,3.239,2.262,2.697,2.379,3.255,2.388,2.372,2.37165160063376e-06
2.711,2.803,2.57,2.402,2.446,2.849,2.348,2.301,5.92912900158439e-07
2.57,2.646,2.688,2.432,2.395,2.709,2.419,2.402,1.4822822503961e-07
2.521,2.425,2.542,2.544,2.408,2.536,2.433,2.619,3.70570562599024e-08
