"Reference1","Reference2","Control193","Control194","Infected385","Infected386","Infected387","Infected388","dilution"
12.673,13.96,4.856,5.079,11.079,13.644,14.228,14.27,0.09050638559994
13.219,13.681,3.111,3.234,10.45,13.31,13.89,13.269,0.022626596399985
13.828,13.605,2.497,2.699,7.409,12.535,13.24,13.396,0.00565664909999625
11.84,12.127,2.226,2.232,4.756,12.068,13.948,10.874,0.00141416227499906
9.946,9.989,2.264,1.999,3.251,9.833,11.381,9.329,0.000353540568749766
7.729,7.454,2.123,2.177,2.535,6.736,7.347,5.691,8.83851421874414e-05
4.849,5.448,2.204,2.095,2.31,4.772,5.36,4.135,2.20962855468604e-05
3.072,3.395,1.816,1.877,2.115,3.594,3.309,2.936,5.52407138671509e-06
2.366,2.719,2.091,1.949,1.976,2.366,2.739,2.409,1.38101784667877e-06
2.276,2.362,2.153,1.875,2.055,2.288,2.22,2.203,3.45254461669693e-07
2.27,2.099,2.021,1.962,2.198,2.069,2.052,2.095,8.63136154174233e-08
2.128,2.008,2.193,2.044,2.01,2.172,2.138,2.206,2.15784038543558e-08
