"Reference1","Reference2","Control309","Control310","Infected617","Infected618","Infected619","Infected620","dilution"
14.223,14.41,5.282,5.387,10.349,13.661,13.808,14.071,0.116877013287607
13.449,13.634,3.096,3.48,7.568,13.941,12.718,12.739,0.0292192533219019
13.695,12.97,2.631,2.843,5.384,12.661,13.205,13.58,0.00730481333047547
13.239,11.977,2.39,2.207,3.699,12.264,12.643,12.381,0.00182620333261887
11.448,10.844,2.11,2.089,2.628,11.343,10.504,10.486,0.000456550833154717
8.335,8.335,2.197,2.209,2.229,7.647,8.607,7.813,0.000114137708288679
5.72,5.643,2.021,1.852,2.147,6.422,5.24,5.307,2.85344270721698e-05
3.523,3.771,2.267,2.067,1.94,3.775,3.755,3.681,7.13360676804245e-06
2.468,2.672,2.201,1.982,2.013,3.003,2.691,2.83,1.78340169201061e-06
2.265,2.317,2.034,2.195,1.869,2.335,2.193,2.134,4.45850423002653e-07
2.211,2.34,2.022,2.047,2.169,2.261,2.206,2.05,1.11462605750663e-07
2.055,1.962,2.073,2,2.038,2.064,1.974,2.052,2.78656514376658e-08
