"Reference1","Reference2","Control227","Control228","Infected453","Infected454","Infected455","Infected456","dilution"
11.244,11.57,4.559,4.718,11.235,10.476,11.239,11.498,0.144703262679355
11.319,11.31,2.784,2.922,11.964,10.629,11.143,11.142,0.0361758156698387
11.307,10.918,2.045,2.024,10.906,8.805,10.652,10.972,0.00904395391745968
10.219,9.872,1.756,1.846,11.241,6.854,8.932,11.01,0.00226098847936492
9.256,9.778,1.563,1.613,9.076,5.196,7.864,9.404,0.00056524711984123
7.233,7.539,1.575,1.586,7.607,3.303,5.391,7.573,0.000141311779960307
4.171,5.345,1.48,1.43,4.887,2.358,3.283,5.132,3.53279449900769e-05
3.023,3.132,1.421,1.553,3.374,1.749,2.402,3.163,8.83198624751922e-06
2.101,2.18,1.433,1.539,2.173,1.726,1.868,1.905,2.2079965618798e-06
1.728,1.807,1.495,1.5,1.789,1.463,1.562,1.798,5.51999140469951e-07
1.572,1.74,1.565,1.446,1.507,1.52,1.656,1.482,1.37999785117488e-07
1.499,1.643,1.563,1.541,1.607,1.519,1.508,1.553,3.44999462793719e-08
