"Reference1","Reference2","Control263","Control264","Infected525","Infected526","Infected527","Infected528","dilution"
6.62,6.584,3.607,3.637,3.725,6.581,5.983,6.854,0.188306273181282
6.664,6.933,2.762,3.065,2.966,6.385,5.858,6.572,0.0470765682953205
6.651,6.254,2.577,2.53,2.451,6.61,4.78,6.292,0.0117691420738301
6.481,6.619,2.256,2.339,2.088,6.244,3.521,6.671,0.00294228551845753
5.591,6.224,2.216,2.374,2.299,6.071,2.797,5.485,0.000735571379614383
5.004,4.961,2.174,2.207,2.227,5.342,2.598,4.452,0.000183892844903596
3.891,3.77,2.468,2.249,2.227,3.745,2.278,3.54,4.59732112258989e-05
2.969,3.036,2.226,2.241,2.308,2.975,2.178,2.973,1.14933028064747e-05
2.381,2.739,2.064,2.129,2.29,2.595,1.968,2.517,2.87332570161868e-06
2.338,2.232,2.09,2.193,2.185,2.403,1.917,2.218,7.1833142540467e-07
2.308,2.491,2.258,2.32,2.164,2.281,2.308,2.315,1.79582856351168e-07
2.015,2.244,2.229,2.129,2.303,2.219,2.232,2.045,4.48957140877919e-08
