"Reference1","Reference2","Control205","Control206","Infected409","Infected410","Infected411","Infected412","dilution"
15.174,14.052,5.6,5.877,15.024,15.279,14.002,14.863,0.142753981533107
14.738,14.308,3.628,3.49,13.727,15.084,12.521,14.976,0.0356884953832768
14.413,14.163,2.517,2.418,13.629,14.405,8.961,14.281,0.00892212384581919
13.19,13.902,2.098,2.248,13.413,13.8,6.46,13.917,0.0022305309614548
11.9,12.081,1.879,1.921,13.07,12.238,4.327,12.272,0.000557632740363699
9.623,8.725,1.781,1.905,9.228,9.507,2.77,9.147,0.000139408185090925
6.052,6.742,1.841,1.86,6.709,6.594,2.306,6.065,3.48520462727312e-05
3.573,4.082,1.841,1.887,3.91,3.893,1.934,3.788,8.7130115681828e-06
2.654,2.786,1.859,1.974,2.816,2.489,1.927,2.552,2.1782528920457e-06
2.251,2.068,1.927,1.832,2.136,2.217,1.828,2.066,5.44563223011425e-07
1.93,1.836,1.934,1.946,2.139,1.931,1.942,1.922,1.36140805752856e-07
1.922,1.855,1.839,1.922,1.822,1.828,1.941,1.696,3.40352014382141e-08
