"Reference1","Reference2","Control107","Control108","Infected213","Infected214","Infected215","Infected216","dilution"
11.673,11.63,5.002,4.897,10.659,11.012,11.047,5.795,0.119054459967361
11.337,12.512,3.365,3.728,9.049,10.464,11.105,4.455,0.0297636149918403
10.992,10.934,3.021,3.321,7.078,9.684,11.033,3.359,0.00744090374796007
11.058,11.112,2.789,2.647,4.985,9.099,10.38,3.143,0.00186022593699002
8.913,8.723,2.466,2.562,3.67,6.022,8.694,2.773,0.000465056484247504
7.644,6.726,2.489,2.741,2.797,4.796,5.298,2.806,0.000116264121061876
5.456,4.782,2.731,2.546,2.706,3.282,4.442,2.696,2.9066030265469e-05
3.785,3.914,2.418,2.616,2.576,2.939,3.328,2.772,7.26650756636725e-06
3.234,2.823,2.385,2.911,2.589,2.926,3.03,2.591,1.81662689159181e-06
2.917,2.842,2.494,2.664,2.634,2.71,2.609,2.848,4.54156722897953e-07
2.631,2.615,2.495,2.674,2.562,2.418,2.556,2.432,1.13539180724488e-07
2.638,2.386,2.335,2.618,2.766,2.579,2.755,2.541,2.83847951811221e-08
