"Reference1","Reference2","Control001","Control002","Infected001","Infected002","Infected003","Infected004","dilution"
17.88,18.665,7.224,6.821,18.613,14.611,19.143,19.116,0.12237225811345
18.051,17.357,4.317,4.283,18.256,11.001,18.36,18.084,0.0305930645283625
17.34,18.353,2.997,3.308,18.735,8.272,16.755,16.841,0.00764826613209062
15.093,16.991,2.654,2.72,17.198,4.741,15.395,14.944,0.00191206653302266
14.684,13.215,2.503,2.451,15.832,3.18,12.698,11.559,0.000478016633255664
11.085,10.894,2.449,2.402,11.603,2.877,8.551,7.66,0.000119504158313916
7.189,6.834,2.551,2.356,8.528,2.391,5.676,5.233,2.9876039578479e-05
4.34,4.292,2.587,2.545,5.509,2.367,3.726,3.111,7.46900989461975e-06
3.319,3.434,2.567,2.39,3.497,2.334,2.783,2.663,1.86725247365494e-06
2.742,2.601,2.395,2.439,2.88,2.492,2.529,2.596,4.66813118413734e-07
2.654,2.518,2.398,2.621,2.495,2.257,2.282,2.515,1.16703279603434e-07
2.477,2.512,2.262,2.465,2.444,2.245,2.379,2.437,2.91758199008584e-08
