"Reference1","Reference2","Control265","Control266","Infected529","Infected530","Infected531","Infected532","dilution"
14.873,15.775,5.639,4.959,14.002,13.234,12.255,13.953,0.111952224604722
15.411,15.264,3.978,3.579,14.248,10.571,7.001,12.91,0.0279880561511805
15.144,14.048,2.679,2.613,13.502,7.9,5.497,11.434,0.00699701403779512
13.762,13.244,2.334,2.269,11.961,5.04,3.45,7.32,0.00174925350944878
11.944,11.547,2.174,2.504,10.847,3.734,2.779,5.27,0.000437313377362195
8.816,9.174,2.146,2.249,7.137,2.664,2.504,3.431,0.000109328344340549
5.914,5.955,2.117,2.157,5.126,2.354,2.284,2.63,2.73320860851372e-05
3.99,3.867,2.206,2.239,3.542,2.263,2.066,2.263,6.8330215212843e-06
2.996,2.858,2.224,2.134,2.605,2.375,2.197,2.323,1.70825538032108e-06
2.566,2.404,2.218,2.335,2.487,2.078,2.145,2.143,4.27063845080269e-07
2.248,2.337,2.272,2.056,2.2,1.966,2.25,2.205,1.06765961270067e-07
2.27,2.212,2.367,2.152,2.017,2.135,2.148,2.111,2.66914903175168e-08
