"Reference1","Reference2","Control143","Control144","Infected285","Infected286","Infected287","Infected288","dilution"
15.12,14.601,6.15,5.826,14.134,15.193,13.913,6.459,0.120911026728098
13.225,13.843,4.6,4.141,14.128,14.077,13.477,4.585,0.0302277566820246
13.889,14.142,3.451,3.384,13.931,13.909,11.61,3.867,0.00755693917050614
12.867,12.444,3.229,3.192,12.95,14.086,8.705,3.24,0.00188923479262654
11.363,11.975,2.846,3.137,12.316,11.415,6.081,3.046,0.000472308698156634
9.591,8.812,3.232,3.045,8.815,9.041,4.5,3.02,0.000118077174539158
6.799,5.895,3.403,2.851,7.095,6.808,3.819,3.134,2.95192936347896e-05
4.487,4.484,2.948,3.162,4.996,4.66,3.151,3.036,7.3798234086974e-06
3.423,3.725,2.986,3.196,3.971,3.79,3.16,3.171,1.84495585217435e-06
3.223,3.515,3.033,3.282,3.478,3.415,3.186,2.781,4.61238963043588e-07
3.159,3.12,3.111,3.242,3.265,3.396,3.324,3.1,1.15309740760897e-07
3.281,3.245,3.036,3.206,3.194,2.903,3.041,3.048,2.88274351902242e-08
