"Reference1","Reference2","Control233","Control234","Infected465","Infected466","Infected467","Infected468","dilution"
10.088,11.087,4.326,4.139,11.075,9.962,3.861,5.017,0.0827899680668514
10.782,10.897,2.746,3.12,10.746,9.274,3.127,3.276,0.0206974920167129
10.614,10.364,2.236,2.537,10.519,7.499,2.661,2.648,0.00517437300417821
9.318,9.273,2.311,2.295,9.808,4.829,2.258,2.469,0.00129359325104455
8.266,7.833,2.294,2.234,8.403,3.592,2.412,2.259,0.000323398312761138
5.811,5.664,2.19,2.212,6.189,2.587,2.025,2.161,8.08495781902846e-05
4.211,4.533,2.249,1.904,4.152,2.309,1.998,1.982,2.02123945475711e-05
2.802,2.821,2.122,2.099,2.981,1.975,2.318,1.974,5.05309863689279e-06
2.307,2.543,2.096,2.155,2.286,2.082,2.142,2.2,1.2632746592232e-06
2.283,2.23,2.008,2.013,2.131,2.254,2.225,2.09,3.15818664805799e-07
2.075,2.18,2.175,2.041,1.924,2.038,2.084,2.098,7.89546662014498e-08
2.156,2.227,2.281,1.991,2.066,2.096,2.131,2.177,1.97386665503624e-08
