"Reference1","Reference2","Control055","Control056","Infected109","Infected110","Infected111","Infected112","dilution"
14.743,14.111,5.728,5.576,5.541,14.568,14.898,12.449,0.131497405581313
13.282,14.764,3.932,3.339,4.036,13.761,13.928,11.457,0.0328743513953283
14.256,14.069,2.75,3.042,3.194,12.699,14.182,8.828,0.00821858784883207
12.998,14.146,2.339,2.541,2.704,11.023,12.818,6.147,0.00205464696220802
11.49,12.233,2.596,2.359,2.238,7.775,9.913,4.451,0.000513661740552004
9.19,8.624,2.303,2.474,2.415,4.607,7.156,2.954,0.000128415435138001
5.778,5.798,2.348,2.441,2.538,3.534,5.018,2.503,3.21038587845003e-05
3.91,4.286,2.273,2.334,2.137,2.732,3.169,2.521,8.02596469612507e-06
3.145,2.985,2.156,2.243,2.53,2.599,2.742,2.476,2.00649117403127e-06
2.387,2.749,2.438,2.344,2.349,2.361,2.29,2.469,5.01622793507817e-07
2.419,2.425,2.341,2.205,2.348,2.287,2.547,2.472,1.25405698376954e-07
2.549,2.346,2.393,2.159,2.199,2.309,2.283,2.343,3.13514245942385e-08
