"Reference1","Reference2","Control279","Control280","Infected557","Infected558","Infected559","Infected560","dilution"
11.729,12.215,4.393,4.265,5.949,4.364,11.214,10.675,0.12433735291379
11.867,11.767,3.073,3.36,4.252,3.035,11.207,10.021,0.0310843382284476
11.561,11.272,2.341,2.394,3.033,2.373,10.575,7.945,0.0077710845571119
11.027,10.474,1.914,1.974,2.235,1.957,10.562,6.373,0.00194277113927797
9.079,9.096,1.883,1.821,2.012,1.809,10.068,3.899,0.000485692784819494
6.788,6.972,1.763,1.779,1.866,1.764,7.803,2.945,0.000121423196204873
4.526,4.633,1.816,1.67,1.864,1.767,5.444,2.025,3.03557990512184e-05
3.4,2.804,1.882,1.775,1.845,1.828,3.631,1.869,7.58894976280459e-06
2.269,2.402,1.765,1.71,1.86,1.667,2.339,1.703,1.89723744070115e-06
2.167,2.015,1.781,1.93,1.663,1.883,2.217,1.941,4.74309360175287e-07
2.053,1.908,1.927,1.885,1.732,1.793,2.019,1.865,1.18577340043822e-07
1.675,1.929,1.633,1.827,1.837,1.87,1.634,1.807,2.96443350109554e-08
