"Reference1","Reference2","Control269","Control270","Infected537","Infected538","Infected539","Infected540","dilution"
14.546,15.38,5.589,6.08,13.743,16.545,16.501,15.769,0.141457957597857
14.835,15.986,4.369,3.951,12.401,15.153,15.807,14.496,0.0353644893994642
15.493,13.86,3.859,3.81,10.005,14.916,14.276,11.958,0.00884112234986605
15.022,14.699,2.89,3.072,8.013,12.058,13.893,8.667,0.00221028058746651
12.04,12.79,2.895,3.126,5.207,10.446,12.894,6.418,0.000552570146866628
11.044,9.063,2.846,2.834,3.711,7.694,10.058,4.703,0.000138142536716657
7.353,6.714,2.803,2.763,3.227,5.341,6.448,3.396,3.45356341791643e-05
4.749,4.565,2.806,2.874,2.876,3.773,5.066,2.933,8.63390854479107e-06
3.817,3.643,2.851,2.823,2.892,3.468,3.714,2.946,2.15847713619777e-06
3.282,3.577,2.81,2.849,2.849,3.107,3.315,2.989,5.39619284049442e-07
3.037,3.077,3.141,3.124,3.104,3.184,2.813,2.941,1.3490482101236e-07
3.088,2.923,3.002,2.839,2.971,2.965,2.889,3.022,3.37262052530901e-08
