"Reference1","Reference2","Control199","Control200","Infected397","Infected398","Infected399","Infected400","dilution"
16.687,16.002,6.27,7.442,12.994,16.336,13.904,16.085,0.160769838106821
16.413,17.691,4.857,5.317,9.196,17.057,10.41,17.111,0.0401924595267051
16.241,16.352,3.967,3.493,6.28,15.506,6.375,16.105,0.0100481148816763
15.442,14.432,3.385,3.294,4.258,15.582,4.764,16.019,0.00251202872041907
14.357,13.256,3.103,3.179,3.533,13.1,3.732,14.05,0.000628007180104768
10.931,10.164,2.995,2.936,3.009,10.224,3.396,12.163,0.000157001795026192
7.533,7.119,2.917,2.734,2.967,7.206,3.209,7.957,3.9250448756548e-05
5.199,4.687,2.842,2.915,2.987,4.398,2.863,5.97,9.812612189137e-06
3.821,3.816,3.033,2.765,2.817,3.71,2.711,4.655,2.45315304728425e-06
3.177,3.287,2.669,2.773,3.037,3.392,2.942,3.536,6.13288261821062e-07
3.284,3.089,2.846,2.997,2.947,3.091,3.031,3.223,1.53322065455266e-07
2.969,2.891,2.793,2.626,2.943,3.27,2.79,3.049,3.83305163638164e-08
