"Reference1","Reference2","Control317","Control318","Infected633","Infected634","Infected635","Infected636","dilution"
9.729,9.735,5.153,4.784,9.663,9.121,9.151,9.603,0.147637409552331
9.507,9.239,4.148,3.597,9.501,9.366,9.264,9.394,0.0369093523880828
8.944,8.72,3.206,3.011,9.068,9.355,9.421,8.756,0.0092273380970207
9.6,9.615,2.99,2.946,8.807,8.045,9.07,7.886,0.00230683452425518
8.103,8.127,2.779,2.799,7.771,7.492,8.057,6.143,0.000576708631063794
6.7,5.987,2.806,2.589,6.607,6.328,6.436,4.276,0.000144177157765948
5.729,4.746,2.479,2.831,5.553,4.863,4.735,3.356,3.60442894414871e-05
4,3.8,2.706,2.731,3.804,3.596,4.115,3.117,9.01107236037178e-06
3.31,3.11,2.869,2.651,3.27,3.493,3.078,2.81,2.25276809009294e-06
2.999,2.717,2.781,2.824,2.791,2.859,2.937,2.795,5.63192022523236e-07
2.992,2.716,2.769,2.753,2.928,2.741,2.848,2.867,1.40798005630809e-07
2.768,2.749,2.769,2.682,2.7,3.029,2.585,2.852,3.51995014077023e-08
