"Reference1","Reference2","Control059","Control060","Infected117","Infected118","Infected119","Infected120","dilution"
17.819,19.206,7.334,8.843,18.273,6.6,7.05,8.668,0.158802831420349
19.204,18.953,4.841,4.75,19.034,4.531,4.657,5.207,0.0397007078550872
17.674,17.431,3.722,3.366,16.566,3.61,3.441,3.632,0.0099251769637718
16.958,17.096,2.782,2.937,16.429,2.716,2.712,2.867,0.00248129424094295
14.574,15.451,2.574,2.461,13.951,2.557,2.59,2.529,0.000620323560235737
11.559,12.036,2.512,2.573,9.687,2.503,2.64,2.466,0.000155080890058934
7.899,8.125,2.405,2.281,6.819,2.303,2.541,2.478,3.87702225147336e-05
4.827,5.199,2.353,2.357,4.598,2.312,2.416,2.488,9.6925556286834e-06
3.459,3.374,2.484,2.342,3.033,2.466,2.427,2.528,2.42313890717085e-06
2.861,2.736,2.446,2.288,2.717,2.499,2.614,2.55,6.05784726792712e-07
2.615,2.668,2.39,2.375,2.58,2.495,2.26,2.42,1.51446181698178e-07
2.476,2.38,2.467,2.596,2.629,2.333,2.464,2.524,3.78615454245445e-08
