"Reference1","Reference2","Control097","Control098","Infected193","Infected194","Infected195","Infected196","dilution"
10.214,9.786,4.076,4.291,9.475,9.797,7.547,9.669,0.109459263480161
9.69,10.084,3.494,3.381,9.143,10.019,5.451,9.43,0.0273648158700401
9.401,8.909,2.854,2.925,9.205,8.647,4.062,9.665,0.00684120396751003
8.914,8.843,2.684,2.643,7.172,7.748,3.646,8.688,0.00171030099187751
7.98,7.737,2.473,2.44,6.154,5.889,2.754,7.861,0.000427575247969377
5.802,6.096,2.511,2.409,4.178,4.11,2.693,6.631,0.000106893811992344
4.446,4.771,2.864,2.452,3.565,3.411,2.741,4.592,2.67234529980861e-05
3.306,3.634,2.238,2.696,3.011,2.954,2.765,3.533,6.68086324952152e-06
3.225,2.948,2.635,2.783,2.881,2.768,2.71,3.109,1.67021581238038e-06
2.59,2.79,2.645,2.507,2.529,2.416,2.445,2.758,4.17553953095095e-07
2.666,2.869,2.603,2.623,2.648,2.462,2.877,2.658,1.04388488273774e-07
2.67,2.846,2.617,2.393,2.301,2.8,2.291,2.741,2.60971220684434e-08
