"Reference1","Reference2","Control031","Control032","Infected061","Infected062","Infected063","Infected064","dilution"
11.967,11.421,4.89,4.583,11.164,11.544,11.107,11.265,0.115753966790257
12.11,11.559,3.622,3.756,10.389,11.715,10.519,10.413,0.0289384916975643
11.521,11.117,2.726,2.928,8.512,11.527,9.732,9.636,0.00723462292439108
10.792,11.226,2.569,2.535,6.365,10.876,7.54,7.13,0.00180865573109777
9.077,9.906,2.251,2.47,4.521,9.014,4.994,4.724,0.000452163932774443
7.398,7.369,2.436,2.253,3.144,7.442,3.742,3.313,0.000113040983193611
5.296,5.476,2.428,2.524,2.83,5.245,2.984,2.815,2.82602457984027e-05
3.692,3.758,2.473,2.308,2.436,3.321,2.668,2.625,7.06506144960067e-06
2.753,2.854,2.392,2.243,2.099,2.441,2.615,2.22,1.76626536240017e-06
2.471,2.517,2.216,2.636,2.472,2.328,2.159,2.252,4.41566340600042e-07
2.407,2.209,2.186,2.068,2.473,2.539,2.323,2.215,1.1039158515001e-07
2.323,2.282,2.704,2.337,2.42,2.343,2.135,2.223,2.75978962875026e-08
