"Reference1","Reference2","Control005","Control006","Infected009","Infected010","Infected011","Infected012","dilution"
11.523,11.568,4.939,4.996,10.921,10.399,11.426,10.309,0.125022485812238
11.148,11.551,3.195,3.586,11.046,9.056,11.447,9.913,0.0312556214530594
11.134,10.738,2.942,2.769,9.875,7.807,11.222,7.6,0.00781390536326486
10.275,10.417,2.562,2.87,7.888,5.369,10.192,4.899,0.00195347634081621
9.371,9.281,2.411,2.815,5.927,3.815,9.415,3.823,0.000488369085204054
7.141,7.437,2.356,2.609,4.251,3.055,7.4,2.889,0.000122092271301013
5.251,5.688,2.43,2.379,2.925,2.723,4.837,2.859,3.05230678252533e-05
3.684,3.915,2.638,2.571,2.585,2.636,3.766,2.629,7.63076695631334e-06
3.061,2.871,2.377,2.352,2.459,2.415,2.92,2.384,1.90769173907833e-06
2.683,2.683,2.306,2.465,2.253,2.377,2.944,2.537,4.76922934769584e-07
2.768,2.559,2.404,2.496,2.431,2.355,2.462,2.493,1.19230733692396e-07
2.384,2.515,2.207,2.475,2.659,2.359,2.411,2.3,2.9807683423099e-08
