"Reference1","Reference2","Control091","Control092","Infected181","Infected182","Infected183","Infected184","dilution"
10.853,10.531,5.346,4.781,10.425,10.707,9.921,9.927,0.128475481889003
9.609,10.572,4.104,3.886,10.717,10.454,9.488,8.491,0.0321188704722507
10.646,9.821,3.336,3.635,10.713,10.054,9.156,6.791,0.00802971761806267
9.593,9.36,3.07,3.042,9.823,9.66,7.997,4.986,0.00200742940451567
8.458,8.901,3.002,2.918,8.482,9.239,5.993,3.915,0.000501857351128917
7.161,6.259,3.249,2.819,6.36,7.043,4.671,3.173,0.000125464337782229
5.331,5.06,2.989,2.918,4.885,4.977,3.583,2.875,3.13660844455573e-05
3.97,3.784,3.01,3.122,3.638,4.115,3.03,3.009,7.84152111138933e-06
3.371,3.364,2.768,2.782,3.153,3.439,2.993,2.88,1.96038027784733e-06
3.446,3.015,2.806,2.683,3.267,3.225,3.273,2.673,4.90095069461833e-07
2.862,3.183,2.914,2.76,2.785,2.734,3.046,2.89,1.22523767365458e-07
3.105,2.939,2.846,2.782,3.084,2.875,2.868,3.012,3.06309418413646e-08
